Date,Visitor,Visitor Score,Home Team,Home Score,Line,Winning,Winning Points,Losing,Losing Points,Year
10/28/78,Ohio,10,Western Michigan,7, ,Ohio,10,Western Michigan,7,1978
10/28/78,Oklahoma State,14,Nebraska,22,26,Nebraska,22,Oklahoma State,14,1978
10/28/78,Oregon State,6,Stanford,24,18,Stanford,24,Oregon State,6,1978
10/28/78,Pacific,27,Hawaii,17, ,Pacific,27,Hawaii,17,1978
10/28/78,Penn State,49,West Virginia,21,-23,Penn State,49,West Virginia,21,1978
10/28/78,Pittsburgh,11,Navy,21,-4.5,Navy,21,Pittsburgh,11,1978
10/28/78,Purdue,34,Iowa,7,-10.5,Purdue,34,Iowa,7,1978
10/28/78,Rice,21,Texas A+M,38,26,Texas A+M,38,Rice,21,1978
10/28/78,Richmond,14,East Carolina,21, ,East Carolina,21,Richmond,14,1978
10/28/78,San Diego State,25,Long Beach State,27, ,Long Beach State,27,San Diego State,25,1978
10/28/78,San Jose State,21,Utah State,31, ,Utah State,31,San Jose State,21,1978
10/28/78,S-M-U,3,Texas,22,10,Texas,22,S-M-U,3,1978
10/28/78,Temple,56,Akron,21, ,Temple,56,Akron,21,1978
10/28/78,Nevada-Las Vegas,25,Montana,16, ,Nevada-Las Vegas,25,Montana,16,1978
10/28/78,Villanova,22,Youngstown State,17, ,Villanova,22,Youngstown State,17,1978
10/28/78,Virginia Tech,0,Alabama,35,27.5,Alabama,35,Virginia Tech,0,1978
10/28/78,Washington State,7,Oregon,31,-6,Oregon,31,Washington State,7,1978
10/28/78,Western Carolina,41,Virginia Military,12, ,Western Carolina,41,Virginia Military,12,1978
10/28/78,Wake Forest,7,Auburn,21,16.5,Auburn,21,Wake Forest,7,1978
10/28/78,Wisconsin,2,Michigan State,55,14,Michigan State,55,Wisconsin,2,1978
10/28/78,William + Mary,21,Louisville,33, ,Louisville,33,William + Mary,21,1978
10/28/78,Wyoming,13,Colorado State,3, ,Wyoming,13,Colorado State,3,1978
10/28/78,Yale,17,Pennsylvania,17,-4,Yale,17,Pennsylvania,17,1978
11/4/78,Air Force,14,Army,28,9.5,Army,28,Air Force,14,1978
11/4/78,Arkansas State,16,UL-Lafayette,6, ,Arkansas State,16,UL-Lafayette,6,1978
11/4/78,Arizona,21,Washington,31,10.5,Washington,31,Arizona,21,1978
11/4/78,Auburn,7,Florida,31,1,Florida,31,Auburn,7,1978
11/4/78,Ball State,39,Bowling Green,14, ,Ball State,39,Bowling Green,14,1978
11/4/78,Baylor,9,Texas Tech,27,-3,Texas Tech,27,Baylor,9,1978
11/4/78,Boston College,16,Villanova,28, ,Villanova,28,Boston College,16,1978
11/4/78,Brown,31,Harvard,30,-6.5,Brown,31,Harvard,30,1978
11/4/78,California,21,Arizona State,35,5.5,Arizona State,35,California,21,1978
11/4/78,The Citadel,8,William + Mary,12, ,William + Mary,12,The Citadel,8,1978
11/4/78,Clemson,51,Wake Forest,6,-18.5,Clemson,51,Wake Forest,6,1978
11/4/78,Columbia,7,Dartmouth,37,6.5,Dartmouth,37,Columbia,7,1978
11/4/78,Cornell,14,Yale,42,8.5,Yale,42,Cornell,14,1978
11/4/78,Colorado State,31,San Diego State,34, ,San Diego State,34,Colorado State,31,1978
11/4/78,Davidson,14,Furman,56, ,Furman,56,Davidson,14,1978
11/4/78,Drake,20,New Mexico State,21, ,New Mexico State,21,Drake,20,1978
11/4/78,Duke,0,Tennessee,34,5.5,Tennessee,34,Duke,0,1978
11/4/78,East Carolina,33,Appalachian State,8, ,East Carolina,33,Appalachian State,8,1978
11/4/78,Fullerton State,21,San Jose State,30, ,San Jose State,30,Fullerton State,21,1978
11/4/78,Holy Cross,7,Boston University,15, ,Boston University,15,Holy Cross,7,1978
11/4/78,Illinois State,7,Eastern Illinois,42, ,Eastern Illinois,42,Illinois State,7,1978
11/4/78,Indiana,31,Minnesota,32,-1.5,Minnesota,32,Indiana,31,1978
11/4/78,Kent State,21,Northern Illinois,27, ,Northern Illinois,27,Kent State,21,1978
11/4/78,Kansas State,0,Iowa State,24,12.5,Iowa State,24,Kansas State,0,1978
11/4/78,Kentucky,28,Virginia Tech,0,-5.5,Kentucky,28,Virginia Tech,0,1978
11/4/78,Lafayette,7,Colgate,17, ,Colgate,17,Lafayette,7,1978
11/4/78,Lamar,3,Louisiana Tech,40, ,Louisiana Tech,40,Lamar,3,1978
11/4/78,Long Beach State,41,Fresno State,42, ,Fresno State,42,Long Beach State,41,1978
11/4/78,Louisville,38,Wichita State,20, ,Louisville,38,Wichita State,20,1978
11/4/78,Michigan State,59,Illinois,19,-18,Michigan State,59,Illinois,19,1978
11/4/78,Maryland,3,Penn State,27,6.5,Penn State,27,Maryland,3,1978
11/4/78,Miami-Florida,16,Tulane,20,-1.5,Tulane,20,Miami-Florida,16,1978
11/4/78,Miami-Ohio,31,Ohio,16, ,Miami-Ohio,31,Ohio,16,1978
11/4/78,Michigan,34,Iowa,0,-27,Michigan,34,Iowa,0,1978
11/4/78,Mississippi,8,Louisiana State,30,10,Louisiana State,30,Mississippi,8,1978
11/4/78,Missouri,20,Oklahoma State,35,-7,Oklahoma State,35,Missouri,20,1978
11/4/78,Mississippi State,14,Alabama,35,16,Alabama,35,Mississippi State,14,1978
11/4/78,Navy,7,Notre Dame,27,7.5,Notre Dame,27,Navy,7,1978
11/4/78,North Carolina,18,Richmond,27, ,Richmond,27,North Carolina,18,1978
11/4/78,Nebraska,63,Kansas,21,-20,Nebraska,63,Kansas,21,1978
11/4/78,UL-Monroe,7,Cincinnati,20, ,Cincinnati,20,UL-Monroe,7,1978
11/4/78,New Mexico,24,Utah,12, ,New Mexico,24,Utah,12,1978
11/4/78,Northwestern St(LA),7,Texas-Arlington,30, ,Texas-Arlington,30,Northwestern St(LA),7,1978
11/4/78,Northwestern,0,Purdue,31,31,Purdue,31,Northwestern,0,1978
11/4/78,Ohio State,49,Wisconsin,14,-18,Ohio State,49,Wisconsin,14,1978
11/4/78,Oklahoma,28,Colorado,7,-17.5,Oklahoma,28,Colorado,7,1978
11/4/78,Oregon,21,U.C.L.A.,23,19,U.C.L.A.,23,Oregon,21,1978
11/4/78,Oregon State,32,Washington State,31,7,Oregon State,32,Washington State,31,1978
11/4/78,Pacific,14,Utah State,40, ,Utah State,40,Pacific,14,1978
11/4/78,Pennsylvania,0,Princeton,21,1,Princeton,21,Pennsylvania,0,1978
11/4/78,Pittsburgh,18,Syracuse,17,-12,Pittsburgh,18,Syracuse,17,1978
11/4/78,Rice,7,Arkansas,37,31,Arkansas,37,Rice,7,1978
11/4/78,Rutgers,21,Massachusetts,11, ,Rutgers,21,Massachusetts,11,1978
11/4/78,Southern Cal,13,Stanford,7,-7.5,Southern Cal,13,Stanford,7,1978
11/4/78,South Carolina,13,No Carolina State,22,5.5,No Carolina State,22,South Carolina,13,1978
11/4/78,Southern Illinois,28,Indiana State,7, ,Southern Illinois,28,Indiana State,7,1978
11/4/78,Southern Miss,12,North Texas,25, ,North Texas,25,Southern Miss,12,1978
11/4/78,Texas Christian,6,Houston,63,29,Houston,63,Texas Christian,6,1978
11/4/78,Toledo,3,Central Michigan,27, ,Central Michigan,27,Toledo,3,1978
11/4/78,Texas A+M,20,S-M-U,17,-1.5,Texas A+M,20,S-M-U,17,1978
11/4/78,UTEP,13,Hawaii,35, ,Hawaii,35,UTEP,13,1978
11/4/78,Vanderbilt,14,Memphis,35,13.5,Memphis,35,Vanderbilt,14,1978
11/4/78,Virginia,17,West Virginia,20,4.5,West Virginia,20,Virginia,17,1978
11/4/78,Virginia Military,3,Georgia,41,23,Georgia,41,Virginia Military,3,1978
11/4/78,Western Carolina,31,Chattanooga,21, ,Western Carolina,31,Chattanooga,21,1978
11/4/78,Western Michigan,24,Marshall,6, ,Western Michigan,24,Marshall,6,1978
